genes	logFC	logCPM	PValue	FDR	symbol	entrez
ENSG00000234949.2	ENSG00000234949.2	1.7001933353586	1.40294407698824	3.72065357738961e-25	2.84317981835492e-24	RAB17-DT	105373958
ENSG00000196547.15	ENSG00000196547.15	-0.819521316845765	5.47181146476191	3.92291364795493e-25	2.99536940123294e-24	MAN2A2	4122
ENSG00000154359.13	ENSG00000154359.13	-0.809668008975476	4.50201816597598	3.93196432514238e-25	3.00109390885423e-24	LONRF1	91694
ENSG00000153044.10	ENSG00000153044.10	0.984564699882312	3.42963259584412	4.11924887494748e-25	3.14155743253989e-24	CENPH	64946
ENSG00000113248.6	ENSG00000113248.6	-1.08602502018825	1.1337431564417	4.13199460088017e-25	3.15003440015009e-24	PCDHB15	56121
ENSG00000086848.15	ENSG00000086848.15	-0.695777681240937	2.86905421788624	4.23790614812227e-25	3.22950181338958e-24	ALG9	79796
ENSG00000166578.10	ENSG00000166578.10	1.29576889865094	1.80844210841632	4.25068206691715e-25	3.23796041674706e-24	IQCD	115811
ENSG00000245080.7	ENSG00000245080.7	2.7432625411921	-0.732882953827683	4.27753202081281e-25	3.25712903342774e-24	MIR3150BHG	105375650
ENSG00000179772.8	ENSG00000179772.8	1.47230844519954	1.81155298162055	4.36803743239884e-25	3.3247339290418e-24	FOXS1	2307
ENSG00000074276.10	ENSG00000074276.10	2.11210908018082	-0.552979476783696	4.82930423026971e-25	3.67179797038546e-24	CDHR2	54825
ENSG00000237638.2	ENSG00000237638.2	1.2601049230619	1.58515540197367	4.82971251824695e-25	3.67179797038546e-24	LINC02245	400958
ENSG00000159363.19	ENSG00000159363.19	0.99909451486089	6.24955098179366	5.5729528773795e-25	4.2318515599535e-24	ATP13A2	23400
ENSG00000161904.12	ENSG00000161904.12	0.680333933776868	5.74662612093637	5.58454349353557e-25	4.23732172852004e-24	LEMD2	221496
ENSG00000204866.8	ENSG00000204866.8	2.97066633995568	0.880942373993864	5.58421376019629e-25	4.23732172852004e-24	IGFL2	147920
ENSG00000136699.19	ENSG00000136699.19	0.64367978630321	6.31839992324672	5.79272962546767e-25	4.39183480788008e-24	SMPD4	55627
ENSG00000136888.8	ENSG00000136888.8	0.751673583247652	7.29898483355487	5.90119146850362e-25	4.4723113687153e-24	ATP6V1G1	9550
ENSG00000180549.8	ENSG00000180549.8	2.64711551494985	-0.441874334434658	5.9114310631349e-25	4.4783147167702e-24	FUT7	2529
ENSG00000055211.14	ENSG00000055211.14	-0.530702429448869	5.61516905826495	6.04910362305146e-25	4.5790197409917e-24	GINM1	116254
ENSG00000140937.14	ENSG00000140937.14	1.53003714485888	7.0543085217841	6.10186798166605e-25	4.61715180845377e-24	CDH11	1009
ENSG00000139547.7	ENSG00000139547.7	2.74057023162549	1.79602203107922	6.12560345692925e-25	4.63329708617695e-24	RDH16	8608
ENSG00000113638.14	ENSG00000113638.14	-0.673445325322587	4.00005558014532	6.24093798867707e-25	4.71868649961893e-24	TTC33	23548
ENSG00000115507.10	ENSG00000115507.10	2.55903355863128	1.96413759875195	6.36726605364041e-25	4.81231790392118e-24	OTX1	5013
ENSG00000124688.14	ENSG00000124688.14	0.630998224724671	4.6939291284794	6.73692957928845e-25	5.08772500440556e-24	MAD2L1BP	9587
ENSG00000161204.11	ENSG00000161204.11	0.584575221425623	6.07188357011985	6.78218607278994e-25	5.11990115491036e-24	ABCF3	55324
ENSG00000025772.8	ENSG00000025772.8	0.774114835343741	5.66013334473329	6.94226164933254e-25	5.23869572428929e-24	TOMM34	10953
ENSG00000136261.15	ENSG00000136261.15	0.849603257409462	6.53854157516719	7.12244141779871e-25	5.37256240956796e-24	BZW2	28969
ENSG00000146918.20	ENSG00000146918.20	1.07474554321059	5.16879658196694	7.26361563519261e-25	5.47691361595046e-24	NCAPG2	54892
ENSG00000005075.15	ENSG00000005075.15	0.961914929105464	5.1157321299409	7.28524878023392e-25	5.49108216685754e-24	POLR2J	5439
ENSG00000113790.11	ENSG00000113790.11	-0.969282711834099	3.60395955868463	7.3546325600832e-25	5.54121652869295e-24	EHHADH	1962
ENSG00000184164.15	ENSG00000184164.15	1.04657173047222	5.39090555761156	7.40317396859236e-25	5.57561460917221e-24	CRELD2	79174
ENSG00000125656.11	ENSG00000125656.11	0.895549058639785	5.48942560119924	7.41301552599094e-25	5.58085089365132e-24	CLPP	8192
ENSG00000166793.13	ENSG00000166793.13	-1.28272317141835	0.311825597198077	7.67746448243432e-25	5.77768830820671e-24	YPEL4	219539
ENSG00000272886.6	ENSG00000272886.6	-0.616670916857397	5.24887810397559	8.18580598660414e-25	6.15784268104434e-24	DCP1A	55802
ENSG00000213585.11	ENSG00000213585.11	0.654311115634211	7.81303232648408	8.18914388550998e-25	6.15795568627022e-24	VDAC1	7416
ENSG00000068323.17	ENSG00000068323.17	-0.501891319477364	6.13720886614617	8.92163212950891e-25	6.7061513415507e-24	TFE3	7030
ENSG00000124249.7	ENSG00000124249.7	2.60135722402144	4.00992136732213	9.14274141065505e-25	6.86968022446652e-24	KCNK15	60598
ENSG00000128050.9	ENSG00000128050.9	0.866315797032587	7.50824484679073	9.29302575064247e-25	6.97988613728271e-24	PAICS	10606
ENSG00000157227.13	ENSG00000157227.13	1.37408058404189	8.87673154093361	9.33758811079132e-25	7.0106306694235e-24	MMP14	4323
ENSG00000156795.8	ENSG00000156795.8	0.846197667500245	4.09936621705371	9.41560755877969e-25	7.06646102643768e-24	NTAQ1	55093
ENSG00000133247.14	ENSG00000133247.14	1.21935950013527	3.90611921254227	9.73566054315255e-25	7.30382486883965e-24	KMT5C	84787
ENSG00000153820.13	ENSG00000153820.13	-2.95222016828328	0.283873174065947	1.00874833185973e-24	7.56482929924931e-24	SPHKAP	80309
ENSG00000167861.16	ENSG00000167861.16	1.55238477961624	7.35190413530074	1.01593357338747e-24	7.61575660485029e-24	HID1	283987
ENSG00000128591.16	ENSG00000128591.16	-1.3804735541965	4.07788031454905	1.02630643471469e-24	7.69053052979766e-24	FLNC	2318
ENSG00000110107.9	ENSG00000110107.9	0.696562656470851	7.53539434096789	1.03165259878318e-24	7.72759399119561e-24	PRPF19	27339
ENSG00000173418.12	ENSG00000173418.12	0.712173142255003	6.26709471172285	1.03823158017129e-24	7.77385956036779e-24	NAA20	51126
ENSG00000179588.9	ENSG00000179588.9	1.19321640727207	2.89233395762643	1.05094626342969e-24	7.86601314100535e-24	ZFPM1	161882
ENSG00000245614.4	ENSG00000245614.4	1.54856754380705	0.109721001509204	1.08980162238169e-24	8.15367457055363e-24	DDX11-AS1	100506660
ENSG00000160326.14	ENSG00000160326.14	1.75611861221309	2.8451337510473	1.09108787254352e-24	8.1601376391002e-24	SLC2A6	11182
ENSG00000185950.9	ENSG00000185950.9	-1.33177163108275	5.61192032203231	1.10994900514384e-24	8.2979856352046e-24	IRS2	8660
ENSG00000156475.18	ENSG00000156475.18	-1.45158481840174	0.641143245939187	1.11237138113441e-24	8.31287827495337e-24	PPP2R2B	5521
ENSG00000040487.13	ENSG00000040487.13	0.816077858904054	4.15343004471321	1.13770015053459e-24	8.49887529312733e-24	SLC66A1	54896
ENSG00000285053.1	ENSG00000285053.1	1.21502963670126	0.791883943497194	1.14075515746519e-24	8.51840283413708e-24	TBCE	6905
ENSG00000123342.16	ENSG00000123342.16	-1.11565014025933	4.03344867451235	1.1548203825397e-24	8.6201005216004e-24	MMP19	4327
ENSG00000152092.16	ENSG00000152092.16	-1.95569054984491	0.917583880425183	1.21818460618527e-24	9.08956748639903e-24	ASTN1	460
ENSG00000132622.11	ENSG00000132622.11	-1.11280762293355	3.68752778259263	1.23487529771724e-24	9.21054864915122e-24	HSPA12B	116835
ENSG00000117394.24	ENSG00000117394.24	1.48744101209001	6.96224944758585	1.25175365721584e-24	9.33283564264591e-24	SLC2A1	6513
ENSG00000196653.12	ENSG00000196653.12	-1.17853864684946	2.49039774913211	1.28802756188811e-24	9.59958196009049e-24	ZNF502	91392
ENSG00000143258.16	ENSG00000143258.16	0.765298280574288	5.4577266578233	1.3050529549169e-24	9.72272000890265e-24	USP21	27005
ENSG00000129151.9	ENSG00000129151.9	-2.18851343331	3.18531979418446	1.33177036262985e-24	9.91794135130431e-24	BBOX1	8424
ENSG00000099337.5	ENSG00000099337.5	1.46385306108028	5.99038249439903	1.33544251854748e-24	9.94145609761087e-24	KCNK6	9424
ENSG00000203288.4	ENSG00000203288.4	1.4119333385018	-0.257332483232389	1.33799932423956e-24	9.95665290664865e-24	TDRKH-AS1	109729141
ENSG00000164105.4	ENSG00000164105.4	1.10446464474586	3.67724331152551	1.33956896372214e-24	9.96449489456458e-24	SAP30	8819
ENSG00000128203.7	ENSG00000128203.7	1.15527850648693	1.7410153735745	1.36108020623911e-24	1.01206110177549e-23	ASPHD2	57168
ENSG00000198860.13	ENSG00000198860.13	0.713055838602189	5.41969470847056	1.41714626478234e-24	1.05334480735149e-23	TSEN15	116461
ENSG00000105520.10	ENSG00000105520.10	0.92841269242927	5.52899352988562	1.43111538457938e-24	1.06331873074248e-23	PLPPR2	64748
ENSG00000156709.15	ENSG00000156709.15	0.681189881191328	5.92504690561029	1.43191935622448e-24	1.06350704050537e-23	AIFM1	9131
ENSG00000131591.18	ENSG00000131591.18	1.14454653170102	3.92285032301514	1.44337808584123e-24	1.07160560577559e-23	C1orf159	54991
ENSG00000167088.11	ENSG00000167088.11	0.78305031812344	5.75699012075363	1.49445602512386e-24	1.10910109463476e-23	SNRPD1	6632
ENSG00000103852.13	ENSG00000103852.13	-0.856312585518645	3.97872817568505	1.5226468074349e-24	1.12958874907939e-23	TTC23	64927
ENSG00000185946.16	ENSG00000185946.16	-0.846204085899916	3.51778086321405	1.55396120143334e-24	1.15237706292857e-23	RNPC3	55599
ENSG00000006453.14	ENSG00000006453.14	1.04112133412001	5.04165263599481	1.56034343800249e-24	1.15666594533124e-23	BAIAP2L1	55971
ENSG00000005001.10	ENSG00000005001.10	1.58319381519645	3.9043215423491	1.58161644724718e-24	1.1715362932485e-23	PRSS22	64063
ENSG00000136270.14	ENSG00000136270.14	0.766551331956245	5.99635343915909	1.58269724870319e-24	1.17188752205627e-23	TBRG4	9238
ENSG00000160783.19	ENSG00000160783.19	0.936621638599665	4.30245279534275	1.62210204270802e-24	1.20060410961814e-23	PMF1	11243
ENSG00000177556.12	ENSG00000177556.12	0.876640228915651	5.90186678303557	1.63149696227341e-24	1.20663316681461e-23	ATOX1	475
ENSG00000149541.10	ENSG00000149541.10	1.03770164604003	5.48812210615685	1.76072867904555e-24	1.300905012531e-23	B3GAT3	26229
ENSG00000166670.10	ENSG00000166670.10	3.66246348835765	2.42654642249246	1.76098281797731e-24	1.300905012531e-23	MMP10	4319
ENSG00000164877.19	ENSG00000164877.19	1.27371411096675	5.11016455188616	1.76222262052349e-24	1.30132326388657e-23	MICALL2	79778
ENSG00000224609.8	ENSG00000224609.8	-1.43929207235427	-1.32965328526914	1.79241472610286e-24	1.32311301791575e-23	HSD52	729467
ENSG00000115705.22	ENSG00000115705.22	-1.40860225614264	1.68778032467052	1.80283821294858e-24	1.33029902970744e-23	TPO	7173
ENSG00000180875.5	ENSG00000180875.5	-1.80985065423947	1.45981473836922	1.82139602498599e-24	1.3434795116716e-23	GREM2	64388
ENSG00000142871.18	ENSG00000142871.18	-1.29986180706714	8.01579141386433	1.8368761039763e-24	1.35386389075216e-23	CCN1	3491
ENSG00000225131.2	ENSG00000225131.2	1.44994994320264	0.142992023774217	1.83623243207823e-24	1.35386389075216e-23	PSME2P2	338099
ENSG00000180440.4	ENSG00000180440.4	-2.78989727006542	-2.22199915758208	1.84466695300915e-24	1.35908757430323e-23	SERTM1	400120
ENSG00000101210.13	ENSG00000101210.13	3.55111810807565	6.66038263286537	1.85049607746295e-24	1.3628624942596e-23	EEF1A2	1917
ENSG00000100804.19	ENSG00000100804.19	0.760740117413846	6.81175516609116	1.89936216546364e-24	1.39778584047339e-23	PSMB5	5693
ENSG00000173218.15	ENSG00000173218.15	0.937414462346964	5.75237455875377	1.92089597925038e-24	1.41309476493369e-23	VANGL1	81839
ENSG00000116729.14	ENSG00000116729.14	-1.28087739022954	5.90074459037947	2.06530216738145e-24	1.51874789758183e-23	WLS	79971
ENSG00000112182.15	ENSG00000112182.15	-1.27877063132452	2.80331145962212	2.10295416560748e-24	1.54584735811283e-23	BACH2	60468
ENSG00000170468.8	ENSG00000170468.8	0.660780947683926	3.94600556019221	2.11348863853158e-24	1.553000133859e-23	RIOX1	79697
ENSG00000174945.13	ENSG00000174945.13	2.67840885920371	2.23688717018526	2.21114966667789e-24	1.62414407836059e-23	AMZ1	155185
ENSG00000177383.5	ENSG00000177383.5	0.832579524795697	6.01824705838916	2.29047901710556e-24	1.68177398907051e-23	MAGEF1	64110
ENSG00000145990.11	ENSG00000145990.11	-1.0364900862432	4.19639612306008	2.37903624687847e-24	1.74613306296346e-23	GFOD1	54438
ENSG00000114686.9	ENSG00000114686.9	0.624971216153953	6.53143714423087	2.41759764167779e-24	1.77376191575889e-23	MRPL3	11222
ENSG00000165731.20	ENSG00000165731.20	3.02318547502174	6.11225247105935	2.46907441621019e-24	1.81084204906411e-23	RET	5979
ENSG00000139714.12	ENSG00000139714.12	1.61477500420256	2.01590767146631	2.48208840316714e-24	1.81912873544316e-23	MORN3	283385
ENSG00000140848.17	ENSG00000140848.17	-0.759588432029338	4.9430476527359	2.48225662419928e-24	1.81912873544316e-23	CPNE2	221184
ENSG00000164855.16	ENSG00000164855.16	1.56739592890345	4.61834206331468	2.49160202611148e-24	1.82528509444147e-23	TMEM184A	202915
ENSG00000182885.17	ENSG00000182885.17	-1.70851499938584	-0.397977962823802	2.52353717640314e-24	1.84797919536603e-23	ADGRG3	222487
ENSG00000163312.11	ENSG00000163312.11	-0.506850495917536	3.56551948362837	2.52861948876594e-24	1.85099929079123e-23	HELQ	113510
ENSG00000171357.6	ENSG00000171357.6	-1.24642097407579	-0.373946558244946	2.62514107538921e-24	1.92092709448367e-23	LURAP1	541468
ENSG00000197620.11	ENSG00000197620.11	0.99064650087052	4.49056290321044	2.63283783544212e-24	1.925829659412e-23	EOLA1	91966
ENSG00000107105.15	ENSG00000107105.15	2.75978748679904	1.80700012809724	2.63440409215491e-24	1.92624595958549e-23	ELAVL2	1993
ENSG00000092199.18	ENSG00000092199.18	0.440583285572711	8.8875579891467	2.66321129751174e-24	1.94657267670571e-23	HNRNPC	3183
ENSG00000170122.5	ENSG00000170122.5	2.00378557695119	-0.537374058880492	2.7000490950246e-24	1.97275145301382e-23	FOXD4	2298
ENSG00000179091.5	ENSG00000179091.5	1.00499646507769	6.9770406060881	2.76473007746322e-24	2.0184828282855e-23	CYC1	1537
ENSG00000185267.10	ENSG00000185267.10	-1.01730423940225	1.18890132689035	2.76854006407545e-24	2.02050082953568e-23	CDNF	441549
ENSG00000181374.8	ENSG00000181374.8	-2.03367723081214	1.24392999084986	2.79592696772452e-24	2.03971741550235e-23	CCL13	6357
ENSG00000105676.14	ENSG00000105676.14	0.795612550013273	5.09973964912712	2.90668386480543e-24	2.11891769435137e-23	ARMC6	93436
ENSG00000169750.9	ENSG00000169750.9	1.44001879729573	4.43544028627693	2.95344641022707e-24	2.15219455876147e-23	RAC3	5881
ENSG00000127527.14	ENSG00000127527.14	0.67887361983401	5.85033679112956	3.01546732719963e-24	2.19573305038984e-23	EPS15L1	58513
ENSG00000139266.6	ENSG00000139266.6	0.897019833986033	4.36711214278715	3.06269496975275e-24	2.22928189245229e-23	MARCHF9	92979
ENSG00000156508.19	ENSG00000156508.19	-0.665034699484778	12.3458070139461	3.10468909606026e-24	2.25899751253077e-23	EEF1A1	1915
ENSG00000166398.14	ENSG00000166398.14	-0.677143050879364	5.38850848728513	3.12893603107796e-24	2.27578261477274e-23	GARRE1	9710
ENSG00000139343.10	ENSG00000139343.10	0.831074191919168	5.54483198377972	3.22102724660389e-24	2.3418819853178e-23	SNRPF	6636
ENSG00000173517.10	ENSG00000173517.10	-0.836773098475501	5.88714580756677	3.30748131993839e-24	2.40383461770391e-23	PEAK1	79834
ENSG00000063046.18	ENSG00000063046.18	-0.615073977550953	8.52110942851083	3.35506927156735e-24	2.43750388071222e-23	EIF4B	1975
ENSG00000163013.12	ENSG00000163013.12	1.15309231537725	4.25535357893999	3.38345640787548e-24	2.45720341681723e-23	FBXO41	150726
ENSG00000124357.13	ENSG00000124357.13	0.730261427937871	6.26188637506852	3.46649645247586e-24	2.51656439191765e-23	NAGK	55577
ENSG00000203814.6	ENSG00000203814.6	2.69201470283207	1.86793750351894	3.47066622033899e-24	2.51864500542857e-23	H2BC18	440689
ENSG00000157870.17	ENSG00000157870.17	0.938533802518403	5.43475262122016	3.58930452809089e-24	2.60376210565752e-23	PRXL2B	127281
ENSG00000106211.10	ENSG00000106211.10	1.75918538900899	9.19941266409157	3.60769539309293e-24	2.61612085599734e-23	HSPB1	3315
ENSG00000114354.15	ENSG00000114354.15	0.593251742911276	7.08910856016537	3.67899317916578e-24	2.66682139719041e-23	TFG	10342
ENSG00000261437.1	ENSG00000261437.1	1.59158672397042	1.73577174176674	3.70927451502367e-24	2.68776313132886e-23	LINC02894	100288748
ENSG00000119121.22	ENSG00000119121.22	-1.77703303524836	0.354428264353357	3.81677922514459e-24	2.7635884959274e-23	TRPM6	140803
ENSG00000183751.15	ENSG00000183751.15	0.867426144455274	5.8820258467553	3.81565232232508e-24	2.7635884959274e-23	TBL3	10607
ENSG00000160679.13	ENSG00000160679.13	0.583397412299057	6.59750910937254	3.86944884730018e-24	2.80067489067609e-23	CHTOP	26097
ENSG00000118785.14	ENSG00000118785.14	2.40746138609185	7.93388717825005	3.97656972395591e-24	2.87713010963971e-23	SPP1	6696
ENSG00000125901.6	ENSG00000125901.6	0.99735472208254	5.6103130444909	4.01271560545085e-24	2.90219543489702e-23	MRPS26	64949
ENSG00000186462.9	ENSG00000186462.9	-1.5821714904438	1.69279939121624	4.06319388914487e-24	2.93760402509359e-23	NAP1L2	4674
ENSG00000180573.9	ENSG00000180573.9	1.59093311942704	6.74334438139508	4.08224913602257e-24	2.95027642385649e-23	H2AC6	8334
ENSG00000100558.9	ENSG00000100558.9	1.48030990532868	3.21406564845898	4.18492821821159e-24	3.02335240536318e-23	PLEK2	26499
ENSG00000180628.15	ENSG00000180628.15	-0.723765992761043	5.82067800513813	4.19621992668142e-24	3.03037669321988e-23	PCGF5	84333
ENSG00000276168.1	ENSG00000276168.1	5.34460137101339	8.24693548085889	4.21842302987058e-24	3.045272649142e-23	RN7SL1	6029
ENSG00000101871.16	ENSG00000101871.16	-1.45715325178566	4.11860838189918	4.23265718852334e-24	3.05440685722428e-23	MID1	4281
ENSG00000114378.17	ENSG00000114378.17	-1.37027426921607	1.86102570943051	4.24124912232881e-24	3.05946417270903e-23	HYAL1	3373
ENSG00000184640.19	ENSG00000184640.19	0.788620507409964	8.52913573137452	4.30463200478821e-24	3.10402691558412e-23	SEPTIN9	10801
ENSG00000051128.19	ENSG00000051128.19	1.23115130893779	3.88579078450576	4.35217989710372e-24	3.13714221090484e-23	HOMER3	9454
ENSG00000183196.10	ENSG00000183196.10	2.30844521527786	1.77078753453911	4.43197830147743e-24	3.19347097455953e-23	CHST6	4166
ENSG00000109919.10	ENSG00000109919.10	0.612689208965151	6.72678891216123	4.47131137697111e-24	3.22061122969157e-23	MTCH2	23788
ENSG00000136810.13	ENSG00000136810.13	0.893058958346697	7.47821783420922	4.48957090024853e-24	3.23255798177418e-23	TXN	7295
ENSG00000119508.18	ENSG00000119508.18	-1.66448362143436	3.30212537270389	4.53598563810247e-24	3.26476045293828e-23	NR4A3	8013
ENSG00000166579.16	ENSG00000166579.16	-0.518979404953423	5.36512446087396	4.62150455909435e-24	3.32507355950036e-23	NDEL1	81565
ENSG00000061656.10	ENSG00000061656.10	1.61276782166179	2.49790665096697	4.66062077605735e-24	3.3519684345449e-23	SPAG4	6676
ENSG00000064490.14	ENSG00000064490.14	0.890680790607304	5.09279845171862	4.68205908963559e-24	3.36613388513511e-23	RFXANK	8625
ENSG00000117593.12	ENSG00000117593.12	0.959555904051028	5.48104074192275	4.68793139198218e-24	3.36910188356814e-23	DARS2	55157
ENSG00000178996.14	ENSG00000178996.14	-0.645539527082165	5.4554784467726	4.83654258954207e-24	3.4733208083559e-23	SNX18	112574
ENSG00000185624.15	ENSG00000185624.15	0.874933863202928	9.41956003445089	5.10863048678883e-24	3.66599270965032e-23	P4HB	5034
ENSG00000169727.12	ENSG00000169727.12	0.829326418141488	6.79343911506498	5.11522806599592e-24	3.66936412101408e-23	GPS1	2873
ENSG00000176532.4	ENSG00000176532.4	2.35153631202002	5.34758994853014	5.13040254904484e-24	3.67888331263727e-23	PRR15	222171
ENSG00000177494.6	ENSG00000177494.6	3.08832073732206	0.443760067972163	5.15439349698667e-24	3.69471516047453e-23	ZBED2	79413
ENSG00000092529.25	ENSG00000092529.25	-1.35640619635923	1.21612869956849	5.17384832286971e-24	3.70728493698802e-23	CAPN3	825
ENSG00000106399.11	ENSG00000106399.11	0.778358871625473	4.63501738553763	5.22168616682817e-24	3.74017550503472e-23	RPA3	6119
ENSG00000112167.10	ENSG00000112167.10	0.734787995279972	5.13946474954632	5.28876768339749e-24	3.78541734375223e-23	SAYSD1	55776
ENSG00000255624.3	ENSG00000255624.3	2.00904873578606	0.0589898985109286	5.29380069465691e-24	3.78761636368082e-23	C10orf88B	399815
ENSG00000223656.1	ENSG00000223656.1	-1.93858040676497	-2.30880356289887	5.50485740090405e-24	3.93716531916566e-23	HMGB3P10	100129320
