"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"CTBP1-AS2","Previous symbol","CTBP1-DT","CTBP1 divergent transcript","HGNC:28307","4p16.3"
"RP11-572O17.1","Unmatched","","","",""
"RN7SL671P","Approved symbol","RN7SL671P","RNA, 7SL, cytoplasmic 671, pseudogene","HGNC:46687","4p16.3"
"WHSC1","Previous symbol","NSD2","nuclear receptor binding SET domain protein 2","HGNC:12766","4p16.3"
"RP11-503N18.1","Unmatched","","","",""
"RP11-503N18.4","Unmatched","","","",""
"AC226119.5","Unmatched","","","",""
"AC093323.3","Unmatched","","","",""
"RP11-539L10.3","Unmatched","","","",""
"RP11-367J11.2","Unmatched","","","",""
"AC097381.1","Unmatched","","","",""
"AC104650.1","Unmatched","","","",""
"RP13-494C23.1","Unmatched","","","",""
"RP11-293A21.1","Unmatched","","","",""
"UCHL1-AS1","Previous symbol","UCHL1-DT","UCHL1 divergent transcript","HGNC:40600","4p13"
"FAM175A","Previous symbol","ABRAXAS1","abraxas 1, BRCA1 A complex subunit","HGNC:25829","4q21.23"
"AGPAT9","Alias symbol","LPCAT1","lysophosphatidylcholine acyltransferase 1","HGNC:25718","5p15.33"
"AGPAT9","Previous symbol","GPAT3","glycerol-3-phosphate acyltransferase 3","HGNC:28157","4q21.23"
"RP11-10L7.1","Unmatched","","","",""
"RP11-73K9.3","Unmatched","","","",""
"RP11-420A23.1","Unmatched","","","",""
"AC093602.1","Unmatched","","","",""
"RP11-335L23.5","Unmatched","","","",""
"RP11-290F5.1","Unmatched","","","",""
"RP11-326I11.5","Unmatched","","","",""
"RP11-326I11.3","Unmatched","","","",""
"RP11-598F7.6","Unmatched","","","",""
"RP11-283I3.1","Unmatched","","","",""
"RP11-885B4.2","Unmatched","","","",""
"RP4-816N1.7","Unmatched","","","",""
"RP4-816N1.6","Unmatched","","","",""
"RP11-372B4.3","Unmatched","","","",""
"RP11-253E3.1","Unmatched","","","",""
"RP4-761J14.10","Unmatched","","","",""
"LEPREL2","Previous symbol","P3H3","prolyl 3-hydroxylase 3","HGNC:19318","12p13.31"
"U47924.32","Unmatched","","","",""
"U47924.27","Alias symbol","MIR200CHG","MIR200C and MIR141 host gene","HGNC:53161","12p13.31"
"U47924.29","Unmatched","","","",""
"U47924.30","Unmatched","","","",""
"RP11-69M1.1","Unmatched","","","",""
"RP11-69M1.4","Unmatched","","","",""
"RP11-705C15.4","Unmatched","","","",""
"RP11-705C15.2","Unmatched","","","",""
"RP11-705C15.3","Unmatched","","","",""
"RP11-757G14.1","Unmatched","","","",""
"LOH12CR1","Previous symbol","BORCS5","BLOC-1 related complex subunit 5","HGNC:17950","12p13.2"
"RP11-174G6.5","Unmatched","","","",""
"HIST4H4","Previous symbol","H4C16","H4 histone 16","HGNC:20510","12p12.3"
"H2AFJ","Previous symbol","H2AJ","H2A.J histone","HGNC:14456","12p12.3"
"RP11-283G6.3","Unmatched","","","",""
"ASUN","Previous symbol","INTS13","integrator complex subunit 13","HGNC:20174","12p11.23"
"FAM60A","Previous symbol","SINHCAF","SIN3-HDAC complex associated factor","HGNC:30702","12p11.21"
"RP11-474P2.2","Unmatched","","","",""
"RP1-197B17.3","Unmatched","","","",""
"CTD-2024F21.1","Unmatched","","","",""
"RP11-89H19.2","Unmatched","","","",""
"RP1-228P16.9","Unmatched","","","",""
"RP1-228P16.3","Unmatched","","","",""
"RP1-228P16.4","Unmatched","","","",""
"RP3-405J10.5","Unmatched","","","",""
"RP11-1100L3.7","Unmatched","","","",""
"AC107016.1","Unmatched","","","",""
"RP11-983P16.2","Unmatched","","","",""
"RP11-983P16.4","Alias symbol","TNS2-AS1","TNS2 antisense RNA 1","HGNC:27464","12q13.13"
"TENC1","Previous symbol","TNS2","tensin 2","HGNC:19737","12q13.13"
"C12orf10","Previous symbol","MYG1","MYG1 exonuclease","HGNC:17590","12q13.13"
"RP11-680A11.5","Unmatched","","","",""
"RP11-793H13.8","Unmatched","","","",""
"WIBG","Previous symbol","PYM1","PYM homolog 1, exon junction complex associated factor","HGNC:30258","12q13.2"
"RP11-973D8.5","Unmatched","","","",""
"RP11-973D8.4","Unmatched","","","",""
"RP11-603J24.9","Unmatched","","","",""
"RP11-603J24.17","Unmatched","","","",""
"RP11-603J24.6","Unmatched","","","",""
"RP11-603J24.5","Unmatched","","","",""
"RP11-123K3.9","Unmatched","","","",""
"MARS","Previous symbol","MARS1","methionyl-tRNA synthetase 1","HGNC:6898","12q13.3"
"AC025165.8","Unmatched","","","",""
"RP11-571M6.7","Unmatched","","","",""
"MARCH9","Previous symbol","MARCHF9","membrane associated ring-CH-type finger 9","HGNC:25139","12q14.1"
"METTL21B","Previous symbol","EEF1AKMT3","EEF1A lysine methyltransferase 3","HGNC:24936","12q14.1"
"RP11-571M6.15","Unmatched","","","",""
"AC025165.1","Unmatched","","","",""
"RP11-114F3.4","Unmatched","","","",""
"RP11-611O2.2","Unmatched","","","",""
"RP11-290L1.3","Unmatched","","","",""
"RP11-290L1.2","Unmatched","","","",""
"C12orf45","Previous symbol","NOPCHAP1","NOP protein chaperone 1","HGNC:28628","12q23.3"
"RP11-114F10.3","Unmatched","","","",""
"RP11-837J7.3","Unmatched","","","",""
"RP11-946P6.6","Unmatched","","","",""
"FAM109A","Previous symbol","PHETA1","PH domain containing endocytic trafficking adaptor 1","HGNC:26509","12q24.12"
"RP3-473L9.4","Unmatched","","","",""
"RP11-686G8.2","Unmatched","","","",""
"RP11-162P23.2","Unmatched","","","",""
"RP1-128M12.3","Unmatched","","","",""
"RP11-545P7.9","Unmatched","","","",""
"AC060226.1","Unmatched","","","",""
"RP11-809C9.2","Unmatched","","","",""
"RP11-64B16.3","Unmatched","","","",""
"GCN1L1","Previous symbol","GCN1","GCN1 activator of EIF2AK4","HGNC:4199","12q24.23"
"DYNLL1-AS1","Previous symbol","NRAV","negative regulator of antiviral response","HGNC:48588","12q24.31"
"WDR66","Previous symbol","CFAP251","cilia and flagella associated protein 251","HGNC:28506","12q24.31"
"RP11-87C12.5","Unmatched","","","",""
"RP11-512M8.5","Unmatched","","","",""
"RP11-324E6.4","Unmatched","","","",""
"RP11-463O12.3","Unmatched","","","",""
"RP11-197N18.2","Unmatched","","","",""
"C12orf65","Previous symbol","MTRFR","mitochondrial translation release factor in rescue","HGNC:26784","12q24.31"
"SETD8","Previous symbol","KMT5A","lysine methyltransferase 5A","HGNC:29489","12q24.31"
"RP11-83B20.5","Unmatched","","","",""
"RP11-83B20.6","Unmatched","","","",""
"RP11-417L19.4","Unmatched","","","",""
"RP11-503G7.1","Unmatched","","","",""
"RP11-503G7.2","Unmatched","","","",""
"RP13-554M15.2","Unmatched","","","",""
"RP13-554M15.8","Unmatched","","","",""
"RP5-858L17.1","Unmatched","","","",""
"RP1-198K11.5","Unmatched","","","",""
"RP11-218C14.8","Unmatched","","","",""
"RP1-63M2.7","Unmatched","","","",""
"RP1-63M2.5","Unmatched","","","",""
"LINC00657","Previous symbol","NORAD","non-coding RNA activated by DNA damage","HGNC:44311","20q11.23"
"TGIF2-C20orf24","Previous symbol","TGIF2-RAB5IF","TGIF2-RAB5IF readthrough","HGNC:44664","20q11.23"
"RP4-621N11.2","Unmatched","","","",""
"RP11-425M5.7","Unmatched","","","",""
"RP11-425M5.8","Unmatched","","","",""
"RP4-616B8.4","Unmatched","","","",""
"RP4-616B8.6","Unmatched","","","",""
"OSER1-AS1","Previous symbol","OSER1-DT","OSER1 divergent transcript","HGNC:48585","20q13.12"
"RP4-781B1.5","Unmatched","","","",""
"RP11-394O2.3","Unmatched","","","",""
"AC005808.3","Unmatched","","","",""
"RP4-800J21.3","Unmatched","","","",""
"RP5-1059L7.1","Unmatched","","","",""
"AL050327.1","Unmatched","","","",""
"SLMO2","Previous symbol","PRELID3B","PRELI domain containing 3B","HGNC:15892","20q13.32"
"AL078633.1","Unmatched","","","",""
"RP5-908M14.9","Unmatched","","","",""
"RP5-908M14.10","Unmatched","","","",""
"RP4-697K14.3","Unmatched","","","",""
"RP4-697K14.15","Unmatched","","","",""
"C20orf195","Previous symbol","FNDC11","fibronectin type III domain containing 11","HGNC:28764","20q13.33"
"RP4-583P15.16","Unmatched","","","",""
"RP4-591C20.9","Unmatched","","","",""
"AL118506.2","Unmatched","","","",""
"AL118506.1","Unmatched","","","",""
"RP4-591C20.10","Unmatched","","","",""
"AP000320.7","Unmatched","","","",""
"AP000704.5","Unmatched","","","",""
"AP001053.11","Unmatched","","","",""
"AP001062.8","Unmatched","","","",""
"AP001062.7","Unmatched","","","",""
"LL21NC02-1C16.1","Unmatched","","","",""
"LL21NC02-1C16.2","Unmatched","","","",""
"BX322557.10","Unmatched","","","",""
"LL21NC02-21A1.1","Unmatched","","","",""
"RP11-961A15.1","Unmatched","","","",""
"CTD-2545H1.2","Unmatched","","","",""
"AC099684.1","Unmatched","","","",""
"CTD-2545H1.1","Unmatched","","","",""
"RP11-667K14.4","Unmatched","","","",""
"RP11-667K14.3","Alias symbol","DPH1-AS1","DPH1 antisense RNA 1","HGNC:56040","17p13.3"
"CTD-3195I5.5","Unmatched","","","",""
"C17orf85","Previous symbol","NCBP3","nuclear cap binding subunit 3","HGNC:24612","17p13.2"
"RP13-580F15.2","Unmatched","","","",""
"AC118754.4","Unmatched","","","",""
"RP11-81A22.5","Unmatched","","","",""
"CTC-281F24.3","Unmatched","","","",""
"RP1-4G17.2","Unmatched","","","",""
"AC026954.6","Unmatched","","","",""
"RP11-542C16.1","Unmatched","","","",""
"C17orf61-PLSCR3","Unmatched","","","",""
"RP11-104H15.7","Unmatched","","","",""
"RP11-104H15.9","Unmatched","","","",""
"RP11-104H15.10","Unmatched","","","",""
"RP11-104H15.8","Unmatched","","","",""
"AC025335.1","Unmatched","","","",""
"RP11-599B13.7","Unmatched","","","",""
"AC129492.1","Unmatched","","","",""
"C17orf59","Previous symbol","BORCS6","BLOC-1 related complex subunit 6","HGNC:25939","17p13.1"
"RP1-253P7.1","Unmatched","","","",""
"RP11-258F1.1","Unmatched","","","",""
"RP1-178F10.1","Unmatched","","","",""
"RP11-135L13.4","Unmatched","","","",""
"RP11-173M1.4","Unmatched","","","",""
"AC010761.6","Unmatched","","","",""
"AC010761.10","Unmatched","","","",""
"RP11-22N12.2","Unmatched","","","",""
"RP11-68I3.4","Unmatched","","","",""
"RP11-68I3.7","Unmatched","","","",""
"RP1-41C23.4","Unmatched","","","",""
"AC003101.1","Unmatched","","","",""
"RP1-41C23.1","Unmatched","","","",""
"AC084809.2","Unmatched","","","",""
"CH17-431G21.1","Unmatched","","","",""
"CTB-58E17.2","Unmatched","","","",""
"CTB-58E17.1","Unmatched","","","",""
"CTB-58E17.3","Unmatched","","","",""
"CTB-58E17.9","Unmatched","","","",""
"AC006449.2","Unmatched","","","",""
"CTB-58E17.5","Unmatched","","","",""
"RP5-906A24.2","Unmatched","","","",""
"AC087491.2","Unmatched","","","",""
"RP11-94L15.2","Unmatched","","","",""
"RP11-749I16.3","Unmatched","","","",""
"RP11-58O9.1","Unmatched","","","",""
"RP11-58O9.2","Unmatched","","","",""
"RP13-415G19.2","Unmatched","","","",""
"TTC25","Previous symbol","ODAD4","outer dynein arm docking complex subunit 4","HGNC:25280","17q21.2"
"RP11-358B23.1","Unmatched","","","",""
"CTD-2132N18.3","Unmatched","","","",""
"AC107993.1","Unmatched","","","",""
"PTRF","Previous symbol","CAVIN1","caveolae associated protein 1","HGNC:9688","17q21.2"
"RP11-400F19.8","Unmatched","","","",""
"RP11-400F19.6","Unmatched","","","",""
"FAM134C","Previous symbol","RETREG3","reticulophagy regulator family member 3","HGNC:27258","17q21.2"
"CTD-3014M21.1","Unmatched","","","",""
"RP11-392O1.4","Unmatched","","","",""
"RP11-527L4.5","Unmatched","","","",""
"RP11-527L4.6","Unmatched","","","",""
"C17orf53","Previous symbol","HROB","homologous recombination factor with OB-fold","HGNC:28460","17q21.31"
"CTB-175E5.7","Unmatched","","","",""
"RP5-882C2.2","Unmatched","","","",""
"AC142472.6","Unmatched","","","",""
"AC002117.1","Unmatched","","","",""
"CTB-39G8.3","Unmatched","","","",""
"AC091132.2","Unmatched","","","",""
"AC091132.1","Unmatched","","","",""
"RP11-259G18.3","Unmatched","","","",""
"RP11-259G18.1","Unmatched","","","",""
"RP11-63A1.1","Unmatched","","","",""
"RP11-156P1.2","Unmatched","","","",""
"RP11-63A1.4","Unmatched","","","",""
"RP11-6N17.3","Unmatched","","","",""
"RP11-81K2.2","Unmatched","","","",""
"RP11-1094H24.4","Unmatched","","","",""
"RP5-875H18.9","Unmatched","","","",""
"RP5-875H18.10","Unmatched","","","",""
"RP5-875H18.4","Unmatched","","","",""
"AC002401.1","Unmatched","","","",""
"RP11-893F2.13","Unmatched","","","",""
"RP11-893F2.14","Unmatched","","","",""
"HILS1","Previous symbol","H1-9P","H1.9 linker histone, pseudogene","HGNC:30616","17q21.33"
"RP11-893F2.18","Unmatched","","","",""
"RP1-117B12.4","Unmatched","","","",""
"RP11-94C24.13","Unmatched","","","",""
"RP11-94C24.6","Unmatched","","","",""
"RP11-294J22.7","Unmatched","","","",""
"RP11-506D12.5","Unmatched","","","",""
"RP11-166P13.3","Unmatched","","","",""
"RP11-166P13.4","Unmatched","","","",""
"CTD-2200P10.1","Unmatched","","","",""
"CTD-2200P10.3","Unmatched","","","",""
"RNU1-85P","Previous symbol","RNVU1-34","RNA, variant U1 small nuclear 34","HGNC:48427","17q22"
"RP11-180P8.1","Unmatched","","","",""
"RP11-214C8.2","Unmatched","","","",""
"RP11-401F2.3","Unmatched","","","",""
"RP11-855A2.5","Unmatched","","","",""
"RP11-661C3.2","Unmatched","","","",""
"ICT1","Previous symbol","MRPL58","mitochondrial ribosomal protein L58","HGNC:5359","17q25.1"
"ATP5H","Previous symbol","ATP5PD","ATP synthase peripheral stalk subunit d","HGNC:845","17q25.1"
"RP11-649A18.3","Unmatched","","","",""
"KIAA0195","Previous symbol","TMEM94","transmembrane protein 94","HGNC:28983","17q25.1"
"RP11-552F3.9","Unmatched","","","",""
"RP11-552F3.13","Unmatched","","","",""
"RP11-318A15.2","Unmatched","","","",""
"uc_338","Unmatched","","","",""
"RP11-219G17.8","Unmatched","","","",""
"RP11-219G17.4","Unmatched","","","",""
"RP11-806H10.4","Unmatched","","","",""
"RP11-353N14.1","Unmatched","","","",""
"RP11-353N14.2","Unmatched","","","",""
"RP11-353N14.3","Unmatched","","","",""
"CTD-2529O21.1","Unmatched","","","",""
"RP11-455O6.9","Unmatched","","","",""
"RP11-1055B8.9","Unmatched","","","",""
"RP11-1055B8.2","Unmatched","","","",""
"RP11-1055B8.3","Unmatched","","","",""
"RP11-1055B8.10","Unmatched","","","",""
"RP11-1055B8.4","Unmatched","","","",""
"RP11-1055B8.8","Unmatched","","","",""
"RP13-766D20.4","Unmatched","","","",""
"AC139149.1","Unmatched","","","",""
"RP13-766D20.1","Unmatched","","","",""
"RP13-766D20.2","Unmatched","","","",""
"C17orf70","Previous symbol","FAAP100","FA core complex associated protein 100","HGNC:26171","17q25.3"
"AC139530.1","Unmatched","","","",""
"RP13-1032I1.11","Unmatched","","","",""
"RP13-1032I1.7","Unmatched","","","",""
"RP11-498C9.4","Unmatched","","","",""
"RP11-498C9.12","Unmatched","","","",""
"RP11-498C9.13","Unmatched","","","",""
"AC137723.5","Unmatched","","","",""
"RP11-498C9.17","Unmatched","","","",""
"STRA13","Previous symbol","CENPX","centromere protein X","HGNC:11422","17q25.3"
"STRA13","Previous symbol","BHLHE40","basic helix-loop-helix family member e40","HGNC:1046","3p26.1"
"AC137723.1","Unmatched","","","",""
"RP11-1182P23.5","Unmatched","","","",""
"RP13-650J16.1","Alias symbol","DCXR-DT","DCXR divergent transcript","HGNC:54083","17q25.3"
"RP13-516M14.2","Unmatched","","","",""
"RP13-516M14.10","Unmatched","","","",""
"RP13-516M14.8","Unmatched","","","",""
"RP13-516M14.4","Unmatched","","","",""
"RP13-516M14.1","Unmatched","","","",""
"HEXDC","Previous symbol","HEXD","hexosaminidase D","HGNC:26307","17q25.3"
"RP13-20L14.9","Unmatched","","","",""
"C17orf62","Previous symbol","CYBC1","cytochrome b-245 chaperone 1","HGNC:28672","17q25.3"
"RP11-388C12.1","Unmatched","","","",""
"AC144831.3","Unmatched","","","",""
"AC144831.1","Unmatched","","","",""
"AC004449.6","Unmatched","","","",""
"AC004156.3","Unmatched","","","",""
"AC005391.2","Unmatched","","","",""
"LLNLR-260G6.1","Unmatched","","","",""
"LLNLR-284B4.2","Unmatched","","","",""
"LLNLR-284B4.1","Unmatched","","","",""
"AC011558.5","Unmatched","","","",""
"HMHA1","Previous symbol","ARHGAP45","Rho GTPase activating protein 45","HGNC:17102","19p13.3"
"C19orf26","Previous symbol","CBARP","CACN subunit beta associated regulatory protein","HGNC:28617","19p13.3"
"AC004221.2","Unmatched","","","",""
"ATP5D","Previous symbol","ATP5F1D","ATP synthase F1 subunit delta","HGNC:837","19p13.3"
"C19orf24","Previous symbol","FAM174C","family with sequence similarity 174 member C","HGNC:26073","19p13.3"
"AC005329.7","Unmatched","","","",""
"CTB-25B13.5","Unmatched","","","",""
"AC005943.6","Unmatched","","","",""
"CTB-31O20.3","Unmatched","","","",""
"CTB-31O20.4","Unmatched","","","",""
"CTB-31O20.6","Unmatched","","","",""
"CTB-31O20.8","Unmatched","","","",""
"CTB-31O20.2","Unmatched","","","",""
"LLfos-48D6.2","Unmatched","","","",""
"C19orf35","Previous symbol","PEAK3","PEAK family member 3","HGNC:24793","19p13.3"
"AC005624.2","Unmatched","","","",""
"CTC-265F19.2","Unmatched","","","",""
"CTC-265F19.3","Unmatched","","","",""
"AC006538.1","Unmatched","","","",""
"AC006538.4","Unmatched","","","",""
"AES","Previous symbol","TLE5","TLE family member 5, transcriptional modulator","HGNC:307","19p13.3"
"AC005264.2","Unmatched","","","",""
"AC007792.1","Unmatched","","","",""
"AC005514.2","Unmatched","","","",""
"AC005786.5","Unmatched","","","",""
"AC007292.7","Unmatched","","","",""
"AC027319.3","Unmatched","","","",""
"C19orf70","Previous symbol","MICOS13","mitochondrial contact site and cristae organizing system subunit 13","HGNC:33702","19p13.3"
"CTC-232P5.1","Unmatched","","","",""
"CTB-66B24.1","Unmatched","","","",""
"CTB-180A7.6","Unmatched","","","",""
"CTB-180A7.8","Unmatched","","","",""
"CTD-2396E7.11","Unmatched","","","",""
"C19orf45","Previous symbol","TEX45","testis expressed 45","HGNC:24745","19p13.2"
"CTD-2207O23.12","Unmatched","","","",""
"CTD-2207O23.11","Unmatched","","","",""
"CTD-3214H19.4","Unmatched","","","",""
"CTD-3214H19.6","Unmatched","","","",""
"CTD-3193O13.11","Unmatched","","","",""
"FLJ22184","Unmatched","","","",""
"RNA5SP463","Approved symbol","RNA5SP463","RNA, 5S ribosomal pseudogene 463","HGNC:43363","19p13.2"
"CTD-3193O13.12","Unmatched","","","",""
"CTD-3193O13.13","Unmatched","","","",""
"CTD-3193O13.1","Unmatched","","","",""
"CTD-3193O13.8","Unmatched","","","",""
"AC010323.1","Unmatched","","","",""
"AC130469.1","Unmatched","","","",""
"AC130469.2","Unmatched","","","",""
"CTD-2586B10.1","Unmatched","","","",""
"C19orf66","Previous symbol","SHFL","shiftless antiviral inhibitor of ribosomal frameshifting","HGNC:25649","19p13.2"
"CTD-2240E14.4","Unmatched","","","",""
"CTD-2369P2.4","Unmatched","","","",""
"CTD-2369P2.5","Unmatched","","","",""
"CTD-2369P2.8","Unmatched","","","",""
"CTD-2369P2.10","Unmatched","","","",""
"FDX1L","Previous symbol","FDX2","ferredoxin 2","HGNC:30546","19p13.2"
"AC007229.3","Unmatched","","","",""
"CTD-2342J14.6","Unmatched","","","",""
"CTD-3105H18.18","Unmatched","","","",""
"CTD-2659N19.10","Unmatched","","","",""
"CTD-2265O21.3","Unmatched","","","",""
"CTC-425F1.4","Unmatched","","","",""
"CTC-239J10.1","Unmatched","","","",""
"CTC-250I14.3","Unmatched","","","",""
"CTC-250I14.6","Unmatched","","","",""
"CTC-250I14.1","Unmatched","","","",""
"CTC-548K16.2","Unmatched","","","",""
"CD97","Previous symbol","ADGRE5","adhesion G protein-coupled receptor E5","HGNC:1711","19p13.12"
"AC003956.1","Unmatched","","","",""
"AC004510.3","Unmatched","","","",""
"CTD-2231E14.2","Unmatched","","","",""
"CTD-2231E14.5","Unmatched","","","",""
"CTD-2562J15.6","Unmatched","","","",""
"CTD-2013N17.4","Unmatched","","","",""
"CTD-3222D19.8","Unmatched","","","",""
"CTD-3222D19.9","Unmatched","","","",""
"CTD-3222D19.2","Unmatched","","","",""
"CTC-429P9.1","Unmatched","","","",""
"CTC-429P9.4","Unmatched","","","",""
"CTD-2278I10.4","Unmatched","","","",""
"CTD-2521M24.5","Unmatched","","","",""
"CTD-2521M24.11","Unmatched","","","",""
"AC010319.1","Unmatched","","","",""
"CTD-2521M24.10","Unmatched","","","",""
"CTD-3131K8.2","Unmatched","","","",""
"CTB-52I2.7","Unmatched","","","",""
"AC068499.10","Unmatched","","","",""
"CTD-3137H5.1","Unmatched","","","",""
"AC005387.3","Unmatched","","","",""
"AC005253.2","Unmatched","","","",""
"AC005253.4","Unmatched","","","",""
"C19orf60","Previous symbol","REX1BD","required for excision 1-B domain containing","HGNC:26098","19p13.11"
"AC005932.1","Unmatched","","","",""
"AC004447.2","Unmatched","","","",""
"AC007773.2","Unmatched","","","",""
